Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
Currently docked_berthedInternational Space Station,markdown,1,"Index([410], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.15227971971035004}]]",454
Current squadBrazil national football team,markdown,1,"Index([403], dtype='int64')",[403],precision@1: 1.0,"[[{'corpus_id': 403, 'score': 0.1170838326215744}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,markdown,1,"Index([434], dtype='int64')",[434],precision@1: 1.0,"[[{'corpus_id': 434, 'score': 0.23172657191753387}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,markdown,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.27528655529022217}]]",454
Electron configurationsPeriodic table,markdown,1,"Index([405], dtype='int64')",[11],precision@1: 0.0,"[[{'corpus_id': 11, 'score': 0.11396950483322144}]]",454
Elementary Particles Particle physics,markdown,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.26766568422317505}]]",454
Energetics of supernovae Supernova,markdown,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.16013219952583313}]]",454
Fuel use in vehicle designs Electric vehicle,markdown,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.2615559995174408}]]",454
Genetic testingCancer,markdown,1,"Index([430], dtype='int64')",[430],precision@1: 1.0,"[[{'corpus_id': 430, 'score': 0.1417965292930603}]]",454
Genomic diversity among viruses Virus,markdown,1,"Index([416], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.07100322842597961}]]",454
GoldGold,markdown,1,"Index([422], dtype='int64')",[81],precision@1: 0.0,"[[{'corpus_id': 81, 'score': 0.0553877130150795}]]",454
GPS message format Global Positioning System,markdown,1,"Index([450], dtype='int64')",[450],precision@1: 1.0,"[[{'corpus_id': 450, 'score': 0.1782127171754837}]]",454
HeliumHelium,markdown,1,"Index([425], dtype='int64')",[11],precision@1: 0.0,"[[{'corpus_id': 11, 'score': 0.06821029633283615}]]",454
Interactions of thermodynamic systems Thermodynamics,markdown,1,"Index([433], dtype='int64')",[446],precision@1: 0.0,"[[{'corpus_id': 446, 'score': 0.10680349171161652}]]",454
IronIron,markdown,1,"Index([408], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.24477830529212952}]]",454
JavaScript type conversions JavaScript,markdown,1,"Index([443], dtype='int64')",[206],precision@1: 0.0,"[[{'corpus_id': 206, 'score': 0.06928040087223053}]]",454
JIS transistor prefix table Transistor,markdown,1,"Index([415], dtype='int64')",[415],precision@1: 1.0,"[[{'corpus_id': 415, 'score': 0.11223341524600983}]]",454
Lithium-ion battery,markdown,1,"Index([437], dtype='int64')",[250],precision@1: 0.0,"[[{'corpus_id': 250, 'score': 0.13705645501613617}]]",454
LithiumLithium,markdown,1,"Index([409], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.2511887550354004}]]",454
Magnetic field,markdown,1,"Index([432], dtype='int64')",[432],precision@1: 1.0,"[[{'corpus_id': 432, 'score': 0.2042517513036728}]]",454
Major milestones James Webb Space Telescope,markdown,1,"Index([413], dtype='int64')",[413],precision@1: 1.0,"[[{'corpus_id': 413, 'score': 0.32260555028915405}]]",454
Mass ratiosRocket,markdown,1,"Index([435], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.18139660358428955}]]",454
"Neutronicity, confinement requirement, and power densityNuclear fusion",markdown,1,"Index([418], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.09793618321418762}]]",454
Order and kineticsPhotosynthesis,markdown,1,"Index([431], dtype='int64')",[431],precision@1: 1.0,"[[{'corpus_id': 431, 'score': 0.1701052039861679}]]",454
OxoacidsPhosphorus,markdown,1,"Index([440], dtype='int64')",[440],precision@1: 1.0,"[[{'corpus_id': 440, 'score': 0.1674300730228424}]]",454
Page version statusSulfur,markdown,1,"Index([441], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.2600097060203552}]]",454
Platform informationAndroid (operating system),markdown,1,"Index([444], dtype='int64')",[233],precision@1: 0.0,"[[{'corpus_id': 233, 'score': 0.11454680562019348}]]",454
Pourbaix diagrams[110] Uranium,markdown,1,"Index([407], dtype='int64')",[407],precision@1: 1.0,"[[{'corpus_id': 407, 'score': 0.1984410285949707}]]",454
Pourbaix diagrams for copper Copper,markdown,1,"Index([423], dtype='int64')",[423],precision@1: 1.0,"[[{'corpus_id': 423, 'score': 0.15700465440750122}]]",454
Radar frequency bands Radar,markdown,1,"Index([451], dtype='int64')",[420],precision@1: 0.0,"[[{'corpus_id': 420, 'score': 0.24814677238464355}]]",454
Share of total world manufacturing output (percentage)[187] Industrial Revolution,markdown,1,"Index([438], dtype='int64')",[438],precision@1: 1.0,"[[{'corpus_id': 438, 'score': 0.11322376877069473}]]",454
SuccessorsHubble Space Telescope,markdown,1,"Index([412], dtype='int64')",[413],precision@1: 0.0,"[[{'corpus_id': 413, 'score': 0.23154482245445251}]]",454
Summary of achievementsSpaceX,markdown,1,"Index([414], dtype='int64')",[414],precision@1: 1.0,"[[{'corpus_id': 414, 'score': 0.34617722034454346}]]",454
The continuous or average power required for some uses: Laser,markdown,1,"Index([421], dtype='int64')",[421],precision@1: 1.0,"[[{'corpus_id': 421, 'score': 0.15473850071430206}]]",454
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,markdown,1,"Index([452], dtype='int64')",[237],precision@1: 0.0,"[[{'corpus_id': 237, 'score': 0.08307050168514252}]]",454
The fourth state of matterPlasma (physics),markdown,1,"Index([447], dtype='int64')",[447],precision@1: 1.0,"[[{'corpus_id': 447, 'score': 0.21333615481853485}]]",454
Twin paradoxSpecial relativity,markdown,1,"Index([419], dtype='int64')",[451],precision@1: 0.0,"[[{'corpus_id': 451, 'score': 0.06651539355516434}]]",454
TypesCell (biology),markdown,1,"Index([417], dtype='int64')",[417],precision@1: 1.0,"[[{'corpus_id': 417, 'score': 0.22697226703166962}]]",454
USB power standards USB,markdown,1,"Index([426], dtype='int64')",[114],precision@1: 0.0,"[[{'corpus_id': 114, 'score': 0.10153807699680328}]]",454
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,markdown,1,"Index([453], dtype='int64')",[88],precision@1: 0.0,"[[{'corpus_id': 88, 'score': 0.10620418936014175}]]",454
VersionsJava (programming language),markdown,1,"Index([429], dtype='int64')",[429],precision@1: 1.0,"[[{'corpus_id': 429, 'score': 0.1506420224905014}]]",454
Wi-Fi generationsvte Wi-Fi,markdown,1,"Index([428], dtype='int64')",[428],precision@1: 1.0,"[[{'corpus_id': 428, 'score': 0.18494181334972382}]]",454
artists,html_like,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[4, 0, 2, 1, 6]",precision@5: 0.8,"[[{'corpus_id': 4, 'score': 0.14491191506385803}, {'corpus_id': 0, 'score': 0.13747715950012207}, {'corpus_id': 2, 'score': 0.08034652471542358}, {'corpus_id': 1, 'score': 0.07364442944526672}, {'corpus_id': 6, 'score': 0.06792283058166504}]]",454
playlists,html_like,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 9]",precision@5: 1.0,"[[{'corpus_id': 8, 'score': 0.23447129130363464}, {'corpus_id': 6, 'score': 0.21759842336177826}, {'corpus_id': 7, 'score': 0.17810732126235962}, {'corpus_id': 5, 'score': 0.1648291051387787}, {'corpus_id': 9, 'score': 0.1364317536354065}]]",454
chip_model,html_like,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[12, 11, 10, 14, 13]",precision@5: 1.0,"[[{'corpus_id': 12, 'score': 0.32226938009262085}, {'corpus_id': 11, 'score': 0.31766897439956665}, {'corpus_id': 10, 'score': 0.3128455579280853}, {'corpus_id': 14, 'score': 0.31158754229545593}, {'corpus_id': 13, 'score': 0.30948328971862793}]]",454
Video_Games,html_like,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.3742794692516327}, {'corpus_id': 18, 'score': 0.32014375925064087}, {'corpus_id': 15, 'score': 0.3031310439109802}, {'corpus_id': 19, 'score': 0.2966344654560089}, {'corpus_id': 16, 'score': 0.2811617851257324}]]",454
employee,html_like,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 21, 24]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.2497490644454956}, {'corpus_id': 23, 'score': 0.2487608939409256}, {'corpus_id': 20, 'score': 0.24178075790405273}, {'corpus_id': 21, 'score': 0.1522892564535141}, {'corpus_id': 24, 'score': 0.15060999989509583}]]",454
Addresses,html_like,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 29, 26]",precision@5: 1.0,"[[{'corpus_id': 28, 'score': 0.25990357995033264}, {'corpus_id': 25, 'score': 0.24194839596748352}, {'corpus_id': 27, 'score': 0.18714161217212677}, {'corpus_id': 29, 'score': 0.1760273277759552}, {'corpus_id': 26, 'score': 0.1687142699956894}]]",454
city,html_like,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.4908887445926666}, {'corpus_id': 34, 'score': 0.47326886653900146}, {'corpus_id': 33, 'score': 0.46050775051116943}, {'corpus_id': 31, 'score': 0.45717787742614746}, {'corpus_id': 30, 'score': 0.41679245233535767}]]",454
shop,html_like,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 35, 'score': 0.24205555021762848}, {'corpus_id': 38, 'score': 0.23020580410957336}, {'corpus_id': 36, 'score': 0.21648143231868744}, {'corpus_id': 37, 'score': 0.17754268646240234}, {'corpus_id': 39, 'score': 0.1529029905796051}]]",454
stadium,html_like,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 43, 'score': 0.2708195745944977}, {'corpus_id': 40, 'score': 0.26926395297050476}, {'corpus_id': 41, 'score': 0.24973788857460022}, {'corpus_id': 44, 'score': 0.20910042524337769}, {'corpus_id': 42, 'score': 0.2089584916830063}]]",454
singer,html_like,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 47, 48, 46]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.3929390013217926}, {'corpus_id': 49, 'score': 0.3378525972366333}, {'corpus_id': 47, 'score': 0.32820919156074524}, {'corpus_id': 48, 'score': 0.3244493007659912}, {'corpus_id': 46, 'score': 0.3112439811229706}]]",454
station_bike,html_like,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 52, 'score': 0.25583627820014954}, {'corpus_id': 54, 'score': 0.2535487413406372}, {'corpus_id': 53, 'score': 0.24463066458702087}, {'corpus_id': 51, 'score': 0.2281944751739502}, {'corpus_id': 50, 'score': 0.22787189483642578}]]",454
matches,html_like,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 59, 58, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 56, 'score': 0.15623006224632263}, {'corpus_id': 59, 'score': 0.15339826047420502}, {'corpus_id': 58, 'score': 0.1422612965106964}, {'corpus_id': 57, 'score': 0.13460810482501984}, {'corpus_id': 55, 'score': 0.13141010701656342}]]",454
station_train,html_like,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[60, 61, 62, 64, 63]",precision@5: 1.0,"[[{'corpus_id': 60, 'score': 0.3133945167064667}, {'corpus_id': 61, 'score': 0.3120299279689789}, {'corpus_id': 62, 'score': 0.30225899815559387}, {'corpus_id': 64, 'score': 0.276613712310791}, {'corpus_id': 63, 'score': 0.2748622000217438}]]",454
artist,html_like,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 65, 66, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3138739764690399}, {'corpus_id': 68, 'score': 0.28294065594673157}, {'corpus_id': 65, 'score': 0.2671145796775818}, {'corpus_id': 66, 'score': 0.24029521644115448}, {'corpus_id': 67, 'score': 0.1969538778066635}]]",454
school,html_like,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.37929436564445496}, {'corpus_id': 73, 'score': 0.3753989636898041}, {'corpus_id': 74, 'score': 0.37109634280204773}, {'corpus_id': 70, 'score': 0.3327701687812805}, {'corpus_id': 71, 'score': 0.265320748090744}]]",454
book_club,html_like,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 75, 79]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.377013623714447}, {'corpus_id': 76, 'score': 0.3183099925518036}, {'corpus_id': 78, 'score': 0.28144773840904236}, {'corpus_id': 75, 'score': 0.2652735114097595}, {'corpus_id': 79, 'score': 0.2416554093360901}]]",454
Staff,html_like,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.39432233572006226}, {'corpus_id': 81, 'score': 0.31408554315567017}, {'corpus_id': 83, 'score': 0.30364349484443665}, {'corpus_id': 82, 'score': 0.2904731333255768}, {'corpus_id': 80, 'score': 0.14894545078277588}]]",454
Products,html_like,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 87, 89, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.32157886028289795}, {'corpus_id': 88, 'score': 0.25055187940597534}, {'corpus_id': 87, 'score': 0.23906487226486206}, {'corpus_id': 89, 'score': 0.2190587818622589}, {'corpus_id': 86, 'score': 0.21392156183719635}]]",454
Addresses_customers,html_like,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 29, 27, 93]",precision@5: 0.4,"[[{'corpus_id': 91, 'score': 0.1826173961162567}, {'corpus_id': 97, 'score': 0.13538354635238647}, {'corpus_id': 29, 'score': 0.12898293137550354}, {'corpus_id': 27, 'score': 0.11893457919359207}, {'corpus_id': 93, 'score': 0.11769536882638931}]]",454
Customers,html_like,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.29886990785598755}, {'corpus_id': 95, 'score': 0.2252059280872345}, {'corpus_id': 97, 'score': 0.17171040177345276}, {'corpus_id': 98, 'score': 0.1350911408662796}, {'corpus_id': 99, 'score': 0.12039387226104736}]]",454
Physician,html_like,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.32198745012283325}, {'corpus_id': 203, 'score': 0.2977578938007355}, {'corpus_id': 201, 'score': 0.2801068425178528}, {'corpus_id': 204, 'score': 0.23890867829322815}, {'corpus_id': 200, 'score': 0.16966944932937622}]]",454
Movie,html_like,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.3915919363498688}, {'corpus_id': 208, 'score': 0.3516513705253601}, {'corpus_id': 209, 'score': 0.31747472286224365}, {'corpus_id': 205, 'score': 0.29555046558380127}, {'corpus_id': 206, 'score': 0.280574232339859}]]",454
film,html_like,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 214, 212, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.40899044275283813}, {'corpus_id': 214, 'score': 0.38176003098487854}, {'corpus_id': 212, 'score': 0.37806394696235657}, {'corpus_id': 210, 'score': 0.3705598711967468}, {'corpus_id': 213, 'score': 0.31552156805992126}]]",454
films,html_like,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 219, 218, 215, 216]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.2256574034690857}, {'corpus_id': 219, 'score': 0.20636621117591858}, {'corpus_id': 218, 'score': 0.20244571566581726}, {'corpus_id': 215, 'score': 0.20206236839294434}, {'corpus_id': 216, 'score': 0.19655951857566833}]]",454
medicine,html_like,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.18104149401187897}, {'corpus_id': 223, 'score': 0.16504532098770142}, {'corpus_id': 221, 'score': 0.1585574895143509}, {'corpus_id': 224, 'score': 0.14327023923397064}, {'corpus_id': 220, 'score': 0.10003776848316193}]]",454
party,html_like,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 226, 229, 227, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.37443897128105164}, {'corpus_id': 226, 'score': 0.3540166914463043}, {'corpus_id': 229, 'score': 0.33027857542037964}, {'corpus_id': 227, 'score': 0.32034364342689514}, {'corpus_id': 228, 'score': 0.28116530179977417}]]",454
region,html_like,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.44527414441108704}, {'corpus_id': 233, 'score': 0.37160414457321167}, {'corpus_id': 232, 'score': 0.37077927589416504}, {'corpus_id': 234, 'score': 0.32883980870246887}, {'corpus_id': 231, 'score': 0.29394686222076416}]]",454
Student,html_like,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[330, 333, 238, 239, 332]",precision@5: 0.4,"[[{'corpus_id': 330, 'score': 0.1741466075181961}, {'corpus_id': 333, 'score': 0.16383318603038788}, {'corpus_id': 238, 'score': 0.16139423847198486}, {'corpus_id': 239, 'score': 0.1610788106918335}, {'corpus_id': 332, 'score': 0.15690386295318604}]]",454
list,html_like,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 240, 242, 243, 244]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.20051433145999908}, {'corpus_id': 240, 'score': 0.14841359853744507}, {'corpus_id': 242, 'score': 0.12575343251228333}, {'corpus_id': 243, 'score': 0.10827091336250305}, {'corpus_id': 244, 'score': 0.0988961011171341}]]",454
teachers,html_like,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 246, 248, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.22547794878482819}, {'corpus_id': 246, 'score': 0.16663725674152374}, {'corpus_id': 248, 'score': 0.165497824549675}, {'corpus_id': 245, 'score': 0.15055470168590546}, {'corpus_id': 249, 'score': 0.12392377853393555}]]",454
drivers,html_like,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[338, 339, 343, 358, 390]",precision@5: 0.6,"[[{'corpus_id': 338, 'score': 0.1991209089756012}, {'corpus_id': 339, 'score': 0.1838965266942978}, {'corpus_id': 343, 'score': 0.1605450063943863}, {'corpus_id': 358, 'score': 0.16052013635635376}, {'corpus_id': 390, 'score': 0.16008304059505463}]]",454
circuits,html_like,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[340, 394, 343, 344, 393]",precision@5: 0.6,"[[{'corpus_id': 340, 'score': 0.14155595004558563}, {'corpus_id': 394, 'score': 0.1370149850845337}, {'corpus_id': 343, 'score': 0.11092112958431244}, {'corpus_id': 344, 'score': 0.10772174596786499}, {'corpus_id': 393, 'score': 0.10349718481302261}]]",454
constructors,html_like,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[347, 345, 348, 349, 346]",precision@5: 1.0,"[[{'corpus_id': 347, 'score': 0.35505980253219604}, {'corpus_id': 345, 'score': 0.3491578996181488}, {'corpus_id': 348, 'score': 0.33875933289527893}, {'corpus_id': 349, 'score': 0.3086307942867279}, {'corpus_id': 346, 'score': 0.29796355962753296}]]",454
user_reviews,html_like,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[354, 350, 401, 353, 352]",precision@5: 0.8,"[[{'corpus_id': 354, 'score': 0.15242506563663483}, {'corpus_id': 350, 'score': 0.15068010985851288}, {'corpus_id': 401, 'score': 0.13775120675563812}, {'corpus_id': 353, 'score': 0.11464820057153702}, {'corpus_id': 352, 'score': 0.11145441234111786}]]",454
customers,html_like,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[84, 98, 99, 385, 97]",precision@5: 0.0,"[[{'corpus_id': 84, 'score': 0.0863962322473526}, {'corpus_id': 98, 'score': 0.08221154659986496}, {'corpus_id': 99, 'score': 0.08099940419197083}, {'corpus_id': 385, 'score': 0.0750313252210617}, {'corpus_id': 97, 'score': 0.07372408360242844}]]",454
rootbeerbrand,html_like,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[364, 365, 362, 361, 360]",precision@5: 0.8,"[[{'corpus_id': 364, 'score': 0.323890745639801}, {'corpus_id': 365, 'score': 0.29359322786331177}, {'corpus_id': 362, 'score': 0.2775232791900635}, {'corpus_id': 361, 'score': 0.21423637866973877}, {'corpus_id': 360, 'score': 0.19905537366867065}]]",454
publisher,html_like,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[370, 383, 371, 377, 382]",precision@5: 0.2,"[[{'corpus_id': 370, 'score': 0.14593622088432312}, {'corpus_id': 383, 'score': 0.13546746969223022}, {'corpus_id': 371, 'score': 0.11944878846406937}, {'corpus_id': 377, 'score': 0.11088037490844727}, {'corpus_id': 382, 'score': 0.11050335317850113}]]",454
author,html_like,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[371, 370, 382, 383, 114]",precision@5: 0.6,"[[{'corpus_id': 371, 'score': 0.09439923614263535}, {'corpus_id': 370, 'score': 0.08358292281627655}, {'corpus_id': 382, 'score': 0.07165464758872986}, {'corpus_id': 383, 'score': 0.06208517774939537}, {'corpus_id': 114, 'score': 0.04992474243044853}]]",454
customer,html_like,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[96, 99, 84, 98, 81]",precision@5: 0.0,"[[{'corpus_id': 96, 'score': 0.07288170605897903}, {'corpus_id': 99, 'score': 0.06987635046243668}, {'corpus_id': 84, 'score': 0.06834918260574341}, {'corpus_id': 98, 'score': 0.06689846515655518}, {'corpus_id': 81, 'score': 0.06667428463697433}]]",454
businesses,html_like,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[378, 379, 380, 385, 381]",precision@5: 1.0,"[[{'corpus_id': 378, 'score': 0.19371479749679565}, {'corpus_id': 379, 'score': 0.1720806360244751}, {'corpus_id': 380, 'score': 0.161953866481781}, {'corpus_id': 385, 'score': 0.15229809284210205}, {'corpus_id': 381, 'score': 0.1491149216890335}]]",454
AllotropesCarbon,html_like,1,"Index([406], dtype='int64')",[406],precision@1: 1.0,"[[{'corpus_id': 406, 'score': 0.3390267491340637}]]",454
AluminiumAluminium,html_like,1,"Index([424], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.21003475785255432}]]",454
Apollo_11,html_like,1,"Index([], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.3577113747596741}]]",454
Automatic speech recognitionDeep learning,html_like,1,"Index([445], dtype='int64')",[445],precision@1: 1.0,"[[{'corpus_id': 445, 'score': 0.1297483593225479}]]",454
Bluetooth device power by class Bluetooth,html_like,1,"Index([427], dtype='int64')",[427],precision@1: 1.0,"[[{'corpus_id': 427, 'score': 0.17510217428207397}]]",454
Chlorine oxoacids and oxyanionsChlorine,html_like,1,"Index([439], dtype='int64')",[439],precision@1: 1.0,"[[{'corpus_id': 439, 'score': 0.17600102722644806}]]",454
Clubs relegated from Série ACampeonato Brasileiro Série A,html_like,1,"Index([402], dtype='int64')",[402],precision@1: 1.0,"[[{'corpus_id': 402, 'score': 0.10175761580467224}]]",454
Common purposesDam,html_like,1,"Index([449], dtype='int64')",[449],precision@1: 1.0,"[[{'corpus_id': 449, 'score': 0.2164769470691681}]]",454
Comparison of motor types Electric motor,html_like,1,"Index([446], dtype='int64')",[446],precision@1: 1.0,"[[{'corpus_id': 446, 'score': 0.22814081609249115}]]",454
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",html_like,1,"Index([404], dtype='int64')",[404],precision@1: 1.0,"[[{'corpus_id': 404, 'score': 0.20782813429832458}]]",454
Currently docked_berthedInternational Space Station,html_like,1,"Index([410], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.1530701220035553}]]",454
Current squadBrazil national football team,html_like,1,"Index([403], dtype='int64')",[403],precision@1: 1.0,"[[{'corpus_id': 403, 'score': 0.09921243786811829}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,html_like,1,"Index([434], dtype='int64')",[434],precision@1: 1.0,"[[{'corpus_id': 434, 'score': 0.19187985360622406}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,html_like,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.2475806623697281}]]",454
Electron configurationsPeriodic table,html_like,1,"Index([405], dtype='int64')",[11],precision@1: 0.0,"[[{'corpus_id': 11, 'score': 0.10438494384288788}]]",454
Elementary Particles Particle physics,html_like,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.18669195473194122}]]",454
Energetics of supernovae Supernova,html_like,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.1498011201620102}]]",454
Fuel use in vehicle designs Electric vehicle,html_like,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.25365275144577026}]]",454
Genetic testingCancer,html_like,1,"Index([430], dtype='int64')",[430],precision@1: 1.0,"[[{'corpus_id': 430, 'score': 0.11555927991867065}]]",454
Genomic diversity among viruses Virus,html_like,1,"Index([416], dtype='int64')",[112],precision@1: 0.0,"[[{'corpus_id': 112, 'score': 0.10229343920946121}]]",454
GoldGold,html_like,1,"Index([422], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.08556899428367615}]]",454
GPS message format Global Positioning System,html_like,1,"Index([450], dtype='int64')",[450],precision@1: 1.0,"[[{'corpus_id': 450, 'score': 0.1501869410276413}]]",454
HeliumHelium,html_like,1,"Index([425], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.08709736168384552}]]",454
Interactions of thermodynamic systems Thermodynamics,html_like,1,"Index([433], dtype='int64')",[112],precision@1: 0.0,"[[{'corpus_id': 112, 'score': 0.11131856590509415}]]",454
IronIron,html_like,1,"Index([408], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.16509541869163513}]]",454
JavaScript type conversions JavaScript,html_like,1,"Index([443], dtype='int64')",[206],precision@1: 0.0,"[[{'corpus_id': 206, 'score': 0.07821200042963028}]]",454
JIS transistor prefix table Transistor,html_like,1,"Index([415], dtype='int64')",[415],precision@1: 1.0,"[[{'corpus_id': 415, 'score': 0.09925750643014908}]]",454
Lithium-ion battery,html_like,1,"Index([437], dtype='int64')",[250],precision@1: 0.0,"[[{'corpus_id': 250, 'score': 0.1380317211151123}]]",454
LithiumLithium,html_like,1,"Index([409], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.20529311895370483}]]",454
Magnetic field,html_like,1,"Index([432], dtype='int64')",[432],precision@1: 1.0,"[[{'corpus_id': 432, 'score': 0.1392756849527359}]]",454
Major milestones James Webb Space Telescope,html_like,1,"Index([413], dtype='int64')",[413],precision@1: 1.0,"[[{'corpus_id': 413, 'score': 0.3032383918762207}]]",454
Mass ratiosRocket,html_like,1,"Index([435], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.15927071869373322}]]",454
