Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,html_like,1,"Index([51], dtype='int64')",[48],"precision: 0.0
recall: 0.0","[[{'corpus_id': 48, 'score': 0.060617197304964066}]]",52
VersionsJava (programming language),html_like,1,"Index([27], dtype='int64')",[27],"precision: 1.0
recall: 1.0","[[{'corpus_id': 27, 'score': 0.13272273540496826}]]",52
Wi-Fi generationsvte Wi-Fi,html_like,1,"Index([26], dtype='int64')",[26],"precision: 1.0
recall: 1.0","[[{'corpus_id': 26, 'score': 0.18469202518463135}]]",52
AllotropesCarbon,column_header_value_triples,1,"Index([4], dtype='int64')",[4],"precision: 1.0
recall: 1.0","[[{'corpus_id': 4, 'score': 0.3555692434310913}]]",52
AluminiumAluminium,column_header_value_triples,1,"Index([22], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.22701124846935272}]]",52
Apollo_11,column_header_value_triples,1,"Index([], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.3973833918571472}]]",52
Automatic speech recognitionDeep learning,column_header_value_triples,1,"Index([43], dtype='int64')",[43],"precision: 1.0
recall: 1.0","[[{'corpus_id': 43, 'score': 0.11297281086444855}]]",52
Bluetooth device power by class Bluetooth,column_header_value_triples,1,"Index([25], dtype='int64')",[25],"precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.18869853019714355}]]",52
Chlorine oxoacids and oxyanionsChlorine,column_header_value_triples,1,"Index([37], dtype='int64')",[37],"precision: 1.0
recall: 1.0","[[{'corpus_id': 37, 'score': 0.22029182314872742}]]",52
Clubs relegated from Série ACampeonato Brasileiro Série A,column_header_value_triples,1,"Index([0], dtype='int64')",[0],"precision: 1.0
recall: 1.0","[[{'corpus_id': 0, 'score': 0.14674070477485657}]]",52
Common purposesDam,column_header_value_triples,1,"Index([47], dtype='int64')",[47],"precision: 1.0
recall: 1.0","[[{'corpus_id': 47, 'score': 0.22194965183734894}]]",52
Comparison of motor types Electric motor,column_header_value_triples,1,"Index([44], dtype='int64')",[44],"precision: 1.0
recall: 1.0","[[{'corpus_id': 44, 'score': 0.14832213521003723}]]",52
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",column_header_value_triples,1,"Index([2], dtype='int64')",[2],"precision: 1.0
recall: 1.0","[[{'corpus_id': 2, 'score': 0.17741000652313232}]]",52
Currently docked_berthedInternational Space Station,column_header_value_triples,1,"Index([8], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.13556323945522308}]]",52
Current squadBrazil national football team,column_header_value_triples,1,"Index([1], dtype='int64')",[50],"precision: 0.0
recall: 0.0","[[{'corpus_id': 50, 'score': 0.03237342834472656}]]",52
Decay modes in NUBASE2020[30] Radioactive decay,column_header_value_triples,1,"Index([32], dtype='int64')",[32],"precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.17592601478099823}]]",52
Electromagnetic radiation interaction with matter Electromagnetic spectrum,column_header_value_triples,1,"Index([18], dtype='int64')",[18],"precision: 1.0
recall: 1.0","[[{'corpus_id': 18, 'score': 0.2886216342449188}]]",52
Electron configurationsPeriodic table,column_header_value_triples,1,"Index([3], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.07453185319900513}]]",52
Elementary Particles Particle physics,column_header_value_triples,1,"Index([46], dtype='int64')",[46],"precision: 1.0
recall: 1.0","[[{'corpus_id': 46, 'score': 0.22390420734882355}]]",52
Energetics of supernovae Supernova,column_header_value_triples,1,"Index([40], dtype='int64')",[40],"precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.15260471403598785}]]",52
Fuel use in vehicle designs Electric vehicle,column_header_value_triples,1,"Index([34], dtype='int64')",[34],"precision: 1.0
recall: 1.0","[[{'corpus_id': 34, 'score': 0.24682053923606873}]]",52
Genetic testingCancer,column_header_value_triples,1,"Index([28], dtype='int64')",[28],"precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.1094171553850174}]]",52
Genomic diversity among viruses Virus,column_header_value_triples,1,"Index([14], dtype='int64')",[38],"precision: 0.0
recall: 0.0","[[{'corpus_id': 38, 'score': 0.06110059842467308}]]",52
GoldGold,column_header_value_triples,1,"Index([20], dtype='int64')",[51],"precision: 0.0
recall: 0.0","[[{'corpus_id': 51, 'score': 0.10079872608184814}]]",52
GPS message format Global Positioning System,column_header_value_triples,1,"Index([48], dtype='int64')",[48],"precision: 1.0
recall: 1.0","[[{'corpus_id': 48, 'score': 0.17330853641033173}]]",52
HeliumHelium,column_header_value_triples,1,"Index([23], dtype='int64')",[38],"precision: 0.0
recall: 0.0","[[{'corpus_id': 38, 'score': 0.04871758818626404}]]",52
Interactions of thermodynamic systems Thermodynamics,column_header_value_triples,1,"Index([31], dtype='int64')",[44],"precision: 0.0
recall: 0.0","[[{'corpus_id': 44, 'score': 0.08483488112688065}]]",52
IronIron,column_header_value_triples,1,"Index([6], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.1936759352684021}]]",52
JavaScript type conversions JavaScript,column_header_value_triples,1,"Index([41], dtype='int64')",[27],"precision: 0.0
recall: 0.0","[[{'corpus_id': 27, 'score': 0.0399446114897728}]]",52
JIS transistor prefix table Transistor,column_header_value_triples,1,"Index([13], dtype='int64')",[13],"precision: 1.0
recall: 1.0","[[{'corpus_id': 13, 'score': 0.08335664123296738}]]",52
Lithium-ion battery,column_header_value_triples,1,"Index([35], dtype='int64')",[45],"precision: 0.0
recall: 0.0","[[{'corpus_id': 45, 'score': 0.05372831970453262}]]",52
LithiumLithium,column_header_value_triples,1,"Index([7], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.2056034654378891}]]",52
Magnetic field,column_header_value_triples,1,"Index([30], dtype='int64')",[30],"precision: 1.0
recall: 1.0","[[{'corpus_id': 30, 'score': 0.12835538387298584}]]",52
Major milestones James Webb Space Telescope,column_header_value_triples,1,"Index([11], dtype='int64')",[11],"precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.3203756511211395}]]",52
Mass ratiosRocket,column_header_value_triples,1,"Index([33], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.1457083523273468}]]",52
"Neutronicity, confinement requirement, and power densityNuclear fusion",column_header_value_triples,1,"Index([16], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.13494832813739777}]]",52
Order and kineticsPhotosynthesis,column_header_value_triples,1,"Index([29], dtype='int64')",[29],"precision: 1.0
recall: 1.0","[[{'corpus_id': 29, 'score': 0.17746298015117645}]]",52
OxoacidsPhosphorus,column_header_value_triples,1,"Index([38], dtype='int64')",[38],"precision: 1.0
recall: 1.0","[[{'corpus_id': 38, 'score': 0.15192149579524994}]]",52
Page version statusSulfur,column_header_value_triples,1,"Index([39], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.20732200145721436}]]",52
Platform informationAndroid (operating system),column_header_value_triples,1,"Index([42], dtype='int64')",[42],"precision: 1.0
recall: 1.0","[[{'corpus_id': 42, 'score': 0.07818780839443207}]]",52
Pourbaix diagrams[110] Uranium,column_header_value_triples,1,"Index([5], dtype='int64')",[5],"precision: 1.0
recall: 1.0","[[{'corpus_id': 5, 'score': 0.20781613886356354}]]",52
Pourbaix diagrams for copper Copper,column_header_value_triples,1,"Index([21], dtype='int64')",[21],"precision: 1.0
recall: 1.0","[[{'corpus_id': 21, 'score': 0.1789368987083435}]]",52
Radar frequency bands Radar,column_header_value_triples,1,"Index([49], dtype='int64')",[26],"precision: 0.0
recall: 0.0","[[{'corpus_id': 26, 'score': 0.21698667109012604}]]",52
Share of total world manufacturing output (percentage)[187] Industrial Revolution,column_header_value_triples,1,"Index([36], dtype='int64')",[36],"precision: 1.0
recall: 1.0","[[{'corpus_id': 36, 'score': 0.08604125678539276}]]",52
SuccessorsHubble Space Telescope,column_header_value_triples,1,"Index([10], dtype='int64')",[11],"precision: 0.0
recall: 0.0","[[{'corpus_id': 11, 'score': 0.2718544006347656}]]",52
Summary of achievementsSpaceX,column_header_value_triples,1,"Index([12], dtype='int64')",[12],"precision: 1.0
recall: 1.0","[[{'corpus_id': 12, 'score': 0.2615711987018585}]]",52
The continuous or average power required for some uses: Laser,column_header_value_triples,1,"Index([19], dtype='int64')",[19],"precision: 1.0
recall: 1.0","[[{'corpus_id': 19, 'score': 0.14831572771072388}]]",52
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,column_header_value_triples,1,"Index([50], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.030749885365366936}]]",52
The fourth state of matterPlasma (physics),column_header_value_triples,1,"Index([45], dtype='int64')",[45],"precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.2168063074350357}]]",52
Twin paradoxSpecial relativity,column_header_value_triples,1,"Index([17], dtype='int64')",[49],"precision: 0.0
recall: 0.0","[[{'corpus_id': 49, 'score': 0.06251192092895508}]]",52
TypesCell (biology),column_header_value_triples,1,"Index([15], dtype='int64')",[15],"precision: 1.0
recall: 1.0","[[{'corpus_id': 15, 'score': 0.1953333467245102}]]",52
USB power standards USB,column_header_value_triples,1,"Index([24], dtype='int64')",[24],"precision: 1.0
recall: 1.0","[[{'corpus_id': 24, 'score': 0.1877354234457016}]]",52
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,column_header_value_triples,1,"Index([51], dtype='int64')",[48],"precision: 0.0
recall: 0.0","[[{'corpus_id': 48, 'score': 0.09283517301082611}]]",52
VersionsJava (programming language),column_header_value_triples,1,"Index([27], dtype='int64')",[27],"precision: 1.0
recall: 1.0","[[{'corpus_id': 27, 'score': 0.1606452465057373}]]",52
Wi-Fi generationsvte Wi-Fi,column_header_value_triples,1,"Index([26], dtype='int64')",[26],"precision: 1.0
recall: 1.0","[[{'corpus_id': 26, 'score': 0.21241512894630432}]]",52
AllotropesCarbon,schema_description,1,"Index([4], dtype='int64')",[4],"precision: 1.0
recall: 1.0","[[{'corpus_id': 4, 'score': 0.3166062831878662}]]",52
AluminiumAluminium,schema_description,1,"Index([22], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.20345979928970337}]]",52
Apollo_11,schema_description,1,"Index([], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.3128967881202698}]]",52
Automatic speech recognitionDeep learning,schema_description,1,"Index([43], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.10261594504117966}]]",52
Bluetooth device power by class Bluetooth,schema_description,1,"Index([25], dtype='int64')",[25],"precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.15296879410743713}]]",52
Chlorine oxoacids and oxyanionsChlorine,schema_description,1,"Index([37], dtype='int64')",[37],"precision: 1.0
recall: 1.0","[[{'corpus_id': 37, 'score': 0.18266582489013672}]]",52
Clubs relegated from Série ACampeonato Brasileiro Série A,schema_description,1,"Index([0], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13369879126548767}]]",52
Common purposesDam,schema_description,1,"Index([47], dtype='int64')",[47],"precision: 1.0
recall: 1.0","[[{'corpus_id': 47, 'score': 0.16059990227222443}]]",52
Comparison of motor types Electric motor,schema_description,1,"Index([44], dtype='int64')",[44],"precision: 1.0
recall: 1.0","[[{'corpus_id': 44, 'score': 0.1990080028772354}]]",52
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",schema_description,1,"Index([2], dtype='int64')",[2],"precision: 1.0
recall: 1.0","[[{'corpus_id': 2, 'score': 0.1602998971939087}]]",52
Currently docked_berthedInternational Space Station,schema_description,1,"Index([8], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.11489352583885193}]]",52
Current squadBrazil national football team,schema_description,1,"Index([1], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.10901997983455658}]]",52
Decay modes in NUBASE2020[30] Radioactive decay,schema_description,1,"Index([32], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1442508101463318}]]",52
Electromagnetic radiation interaction with matter Electromagnetic spectrum,schema_description,1,"Index([18], dtype='int64')",[18],"precision: 1.0
recall: 1.0","[[{'corpus_id': 18, 'score': 0.18149301409721375}]]",52
Electron configurationsPeriodic table,schema_description,1,"Index([3], dtype='int64')",[3],"precision: 1.0
recall: 1.0","[[{'corpus_id': 3, 'score': 0.13806141912937164}]]",52
Elementary Particles Particle physics,schema_description,1,"Index([46], dtype='int64')",[46],"precision: 1.0
recall: 1.0","[[{'corpus_id': 46, 'score': 0.16675487160682678}]]",52
Energetics of supernovae Supernova,schema_description,1,"Index([40], dtype='int64')",[40],"precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.15391641855239868}]]",52
Fuel use in vehicle designs Electric vehicle,schema_description,1,"Index([34], dtype='int64')",[34],"precision: 1.0
recall: 1.0","[[{'corpus_id': 34, 'score': 0.19112126529216766}]]",52
Genetic testingCancer,schema_description,1,"Index([28], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11293160170316696}]]",52
Genomic diversity among viruses Virus,schema_description,1,"Index([14], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13465993106365204}]]",52
GoldGold,schema_description,1,"Index([20], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1488599181175232}]]",52
GPS message format Global Positioning System,schema_description,1,"Index([48], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1251877248287201}]]",52
HeliumHelium,schema_description,1,"Index([23], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1500062495470047}]]",52
Interactions of thermodynamic systems Thermodynamics,schema_description,1,"Index([31], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1400928944349289}]]",52
IronIron,schema_description,1,"Index([6], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.17308446764945984}]]",52
JavaScript type conversions JavaScript,schema_description,1,"Index([41], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1352788358926773}]]",52
JIS transistor prefix table Transistor,schema_description,1,"Index([13], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13658826053142548}]]",52
Lithium-ion battery,schema_description,1,"Index([35], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1193920373916626}]]",52
LithiumLithium,schema_description,1,"Index([7], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.1919948160648346}]]",52
Magnetic field,schema_description,1,"Index([30], dtype='int64')",[30],"precision: 1.0
recall: 1.0","[[{'corpus_id': 30, 'score': 0.1480989158153534}]]",52
Major milestones James Webb Space Telescope,schema_description,1,"Index([11], dtype='int64')",[11],"precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.24205394089221954}]]",52
Mass ratiosRocket,schema_description,1,"Index([33], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12363086640834808}]]",52
"Neutronicity, confinement requirement, and power densityNuclear fusion",schema_description,1,"Index([16], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12089137732982635}]]",52
Order and kineticsPhotosynthesis,schema_description,1,"Index([29], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12813876569271088}]]",52
OxoacidsPhosphorus,schema_description,1,"Index([38], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12724792957305908}]]",52
Page version statusSulfur,schema_description,1,"Index([39], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.18193434178829193}]]",52
Platform informationAndroid (operating system),schema_description,1,"Index([42], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.09742944687604904}]]",52
Pourbaix diagrams[110] Uranium,schema_description,1,"Index([5], dtype='int64')",[5],"precision: 1.0
recall: 1.0","[[{'corpus_id': 5, 'score': 0.20724374055862427}]]",52
Pourbaix diagrams for copper Copper,schema_description,1,"Index([21], dtype='int64')",[21],"precision: 1.0
recall: 1.0","[[{'corpus_id': 21, 'score': 0.13955062627792358}]]",52
Radar frequency bands Radar,schema_description,1,"Index([49], dtype='int64')",[49],"precision: 1.0
recall: 1.0","[[{'corpus_id': 49, 'score': 0.17671936750411987}]]",52
Share of total world manufacturing output (percentage)[187] Industrial Revolution,schema_description,1,"Index([36], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13273538649082184}]]",52
SuccessorsHubble Space Telescope,schema_description,1,"Index([10], dtype='int64')",[11],"precision: 0.0
recall: 0.0","[[{'corpus_id': 11, 'score': 0.16654998064041138}]]",52
Summary of achievementsSpaceX,schema_description,1,"Index([12], dtype='int64')",[12],"precision: 1.0
recall: 1.0","[[{'corpus_id': 12, 'score': 0.2601698040962219}]]",52
The continuous or average power required for some uses: Laser,schema_description,1,"Index([19], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13396349549293518}]]",52
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,schema_description,1,"Index([50], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13754087686538696}]]",52
The fourth state of matterPlasma (physics),schema_description,1,"Index([45], dtype='int64')",[45],"precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.19946900010108948}]]",52
Twin paradoxSpecial relativity,schema_description,1,"Index([17], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11197478324174881}]]",52
TypesCell (biology),schema_description,1,"Index([15], dtype='int64')",[15],"precision: 1.0
recall: 1.0","[[{'corpus_id': 15, 'score': 0.1674240678548813}]]",52
USB power standards USB,schema_description,1,"Index([24], dtype='int64')",[24],"precision: 1.0
recall: 1.0","[[{'corpus_id': 24, 'score': 0.13037443161010742}]]",52
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,schema_description,1,"Index([51], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12021442502737045}]]",52
VersionsJava (programming language),schema_description,1,"Index([27], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.14569227397441864}]]",52
Wi-Fi generationsvte Wi-Fi,schema_description,1,"Index([26], dtype='int64')",[26],"precision: 1.0
recall: 1.0","[[{'corpus_id': 26, 'score': 0.1504421830177307}]]",52
AllotropesCarbon,contextualized,1,"Index([4], dtype='int64')",[4],"precision: 1.0
recall: 1.0","[[{'corpus_id': 4, 'score': 0.3020627498626709}]]",52
AluminiumAluminium,contextualized,1,"Index([22], dtype='int64')",[5],"precision: 0.0
recall: 0.0","[[{'corpus_id': 5, 'score': 0.15694600343704224}]]",52
Apollo_11,contextualized,1,"Index([], dtype='int64')",[9],"precision: 0.0
recall: 0.0","[[{'corpus_id': 9, 'score': 0.29701653122901917}]]",52
Automatic speech recognitionDeep learning,contextualized,1,"Index([43], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.08882365375757217}]]",52
Bluetooth device power by class Bluetooth,contextualized,1,"Index([25], dtype='int64')",[25],"precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.1375426948070526}]]",52
Chlorine oxoacids and oxyanionsChlorine,contextualized,1,"Index([37], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.14754275977611542}]]",52
Clubs relegated from Série ACampeonato Brasileiro Série A,contextualized,1,"Index([0], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11676895618438721}]]",52
Common purposesDam,contextualized,1,"Index([47], dtype='int64')",[47],"precision: 1.0
recall: 1.0","[[{'corpus_id': 47, 'score': 0.20590370893478394}]]",52
Comparison of motor types Electric motor,contextualized,1,"Index([44], dtype='int64')",[44],"precision: 1.0
recall: 1.0","[[{'corpus_id': 44, 'score': 0.1707308143377304}]]",52
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",contextualized,1,"Index([2], dtype='int64')",[2],"precision: 1.0
recall: 1.0","[[{'corpus_id': 2, 'score': 0.16807423532009125}]]",52
Currently docked_berthedInternational Space Station,contextualized,1,"Index([8], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11233464628458023}]]",52
Current squadBrazil national football team,contextualized,1,"Index([1], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.09222592413425446}]]",52
Decay modes in NUBASE2020[30] Radioactive decay,contextualized,1,"Index([32], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1391892284154892}]]",52
Electromagnetic radiation interaction with matter Electromagnetic spectrum,contextualized,1,"Index([18], dtype='int64')",[18],"precision: 1.0
recall: 1.0","[[{'corpus_id': 18, 'score': 0.196346253156662}]]",52
Electron configurationsPeriodic table,contextualized,1,"Index([3], dtype='int64')",[3],"precision: 1.0
recall: 1.0","[[{'corpus_id': 3, 'score': 0.12370769679546356}]]",52
Elementary Particles Particle physics,contextualized,1,"Index([46], dtype='int64')",[46],"precision: 1.0
recall: 1.0","[[{'corpus_id': 46, 'score': 0.17395848035812378}]]",52
Energetics of supernovae Supernova,contextualized,1,"Index([40], dtype='int64')",[40],"precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.1250707358121872}]]",52
Fuel use in vehicle designs Electric vehicle,contextualized,1,"Index([34], dtype='int64')",[34],"precision: 1.0
recall: 1.0","[[{'corpus_id': 34, 'score': 0.21042610704898834}]]",52
Genetic testingCancer,contextualized,1,"Index([28], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11339452862739563}]]",52
Genomic diversity among viruses Virus,contextualized,1,"Index([14], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12310397624969482}]]",52
GoldGold,contextualized,1,"Index([20], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12956328690052032}]]",52
GPS message format Global Positioning System,contextualized,1,"Index([48], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11985588073730469}]]",52
HeliumHelium,contextualized,1,"Index([23], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13191795349121094}]]",52
Interactions of thermodynamic systems Thermodynamics,contextualized,1,"Index([31], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1234872043132782}]]",52
IronIron,contextualized,1,"Index([6], dtype='int64')",[32],"precision: 0.0
recall: 0.0","[[{'corpus_id': 32, 'score': 0.15339265763759613}]]",52
JavaScript type conversions JavaScript,contextualized,1,"Index([41], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1339731514453888}]]",52
JIS transistor prefix table Transistor,contextualized,1,"Index([13], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12025685608386993}]]",52
Lithium-ion battery,contextualized,1,"Index([35], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.11176846921443939}]]",52
LithiumLithium,contextualized,1,"Index([7], dtype='int64')",[32],"precision: 0.0
recall: 0.0","[[{'corpus_id': 32, 'score': 0.1537386178970337}]]",52
Magnetic field,contextualized,1,"Index([30], dtype='int64')",[30],"precision: 1.0
recall: 1.0","[[{'corpus_id': 30, 'score': 0.13339219987392426}]]",52
Major milestones James Webb Space Telescope,contextualized,1,"Index([11], dtype='int64')",[11],"precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.2753281891345978}]]",52
Mass ratiosRocket,contextualized,1,"Index([33], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12308567017316818}]]",52
"Neutronicity, confinement requirement, and power densityNuclear fusion",contextualized,1,"Index([16], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1197945773601532}]]",52
Order and kineticsPhotosynthesis,contextualized,1,"Index([29], dtype='int64')",[29],"precision: 1.0
recall: 1.0","[[{'corpus_id': 29, 'score': 0.13266655802726746}]]",52
OxoacidsPhosphorus,contextualized,1,"Index([38], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12436602264642715}]]",52
Page version statusSulfur,contextualized,1,"Index([39], dtype='int64')",[32],"precision: 0.0
recall: 0.0","[[{'corpus_id': 32, 'score': 0.16644899547100067}]]",52
Platform informationAndroid (operating system),contextualized,1,"Index([42], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.09215106815099716}]]",52
Pourbaix diagrams[110] Uranium,contextualized,1,"Index([5], dtype='int64')",[5],"precision: 1.0
recall: 1.0","[[{'corpus_id': 5, 'score': 0.1573428213596344}]]",52
Pourbaix diagrams for copper Copper,contextualized,1,"Index([21], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.1263282150030136}]]",52
Radar frequency bands Radar,contextualized,1,"Index([49], dtype='int64')",[49],"precision: 1.0
recall: 1.0","[[{'corpus_id': 49, 'score': 0.2196294218301773}]]",52
Share of total world manufacturing output (percentage)[187] Industrial Revolution,contextualized,1,"Index([36], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.13300780951976776}]]",52
SuccessorsHubble Space Telescope,contextualized,1,"Index([10], dtype='int64')",[10],"precision: 1.0
recall: 1.0","[[{'corpus_id': 10, 'score': 0.18137261271476746}]]",52
Summary of achievementsSpaceX,contextualized,1,"Index([12], dtype='int64')",[12],"precision: 1.0
recall: 1.0","[[{'corpus_id': 12, 'score': 0.27547451853752136}]]",52
The continuous or average power required for some uses: Laser,contextualized,1,"Index([19], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12155190110206604}]]",52
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,contextualized,1,"Index([50], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.12000928074121475}]]",52
The fourth state of matterPlasma (physics),contextualized,1,"Index([45], dtype='int64')",[45],"precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.21306777000427246}]]",52
Twin paradoxSpecial relativity,contextualized,1,"Index([17], dtype='int64')",[3],"precision: 0.0
recall: 0.0","[[{'corpus_id': 3, 'score': 0.10547235608100891}]]",52
